date,description,amount,mode,bank,type,gst
2024-08-24,Gym Membership,71698.31,Credit Card,SBI,expense,4188.86
2025-03-23,Hospital Payment,15609.02,Credit Card,Axis,expense,2760.67
2025-01-03,Consulting Payment,58331.25,Auto Debit,SBI,income,9775.28
2024-07-14,Mutual Fund Investment,12078.48,UPI,Kotak,expense,2003.66
2024-11-07,Interest Credited,15164.84,UPI,HDFC,income,711.48
2024-10-23,Salary Credited,64325.7,UPI,HDFC,income,7483.77
2025-03-08,Netflix Subscription,79664.61,Debit Card,Axis,expense,9833.87
2025-12-01,Netflix Subscription,34029.2,Auto Debit,HDFC,expense,1060.31
2024-04-10,Hospital Payment,80321.69,Debit Card,Kotak,expense,7344.15
2024-10-15,Flight Ticket,40154.4,Debit Card,Kotak,expense,2095.73
2025-10-29,Mutual Fund Investment,91475.97,Debit Card,Axis,expense,3122.36
2024-09-18,Hospital Payment,79996.51,UPI,HDFC,expense,10404.96
2025-09-22,Mutual Fund Investment,14357.78,Auto Debit,SBI,expense,2423.5
2024-04-17,Gym Membership,92727.95,Credit Card,Axis,expense,9608.88
2024-07-20,Amazon Purchase,55576.69,UPI,Axis,expense,7818.97
2025-06-27,Movie Ticket,51472.37,Auto Debit,SBI,expense,5779.55
2024-03-20,Netflix Subscription,43110.89,UPI,HDFC,expense,6894.39
2025-10-16,Hotel Booking,64661.69,UPI,HDFC,expense,3018.02
2024-12-13,Gym Membership,83674.3,NetBanking,HDFC,expense,2385.69
2024-11-15,Movie Ticket,82840.66,Debit Card,HDFC,expense,5007.1
2025-11-26,Consulting Payment,6543.48,Debit Card,ICICI,income,1159.5
2025-01-26,Interest Credited,47364.7,NetBanking,SBI,income,4162.68
2024-02-26,Mutual Fund Investment,40858.65,NetBanking,ICICI,expense,2866.43
2025-08-14,Consulting Payment,47230.07,Auto Debit,ICICI,income,1176.25
2024-10-09,Mutual Fund Investment,74467.76,Auto Debit,ICICI,expense,7320.42
2024-12-08,Grocery Shopping,64268.38,UPI,HDFC,expense,2780.66
2025-04-11,Amazon Purchase,3893.14,UPI,SBI,expense,697.12
2025-09-23,Flight Ticket,58987.4,NetBanking,Axis,expense,2842.7
2024-01-19,Hospital Payment,48731.4,UPI,HDFC,expense,2721.17
2025-06-15,Gym Membership,59639.09,Credit Card,Kotak,expense,4189.24
2025-07-20,Flight Ticket,33595.55,NetBanking,ICICI,expense,2859.62
2024-08-17,Amazon Purchase,88561.29,UPI,HDFC,expense,12374.01
2025-10-03,Hotel Booking,1698.28,Credit Card,HDFC,expense,250.7
2025-02-15,Amazon Purchase,30107.68,Debit Card,HDFC,expense,2091.53
2024-09-14,Flight Ticket,91163.24,Debit Card,ICICI,expense,7648.66
2025-03-08,Amazon Purchase,78090.94,UPI,Axis,expense,8093.65
2025-08-06,Flight Ticket,707.52,Debit Card,Axis,expense,120.54
2025-11-05,Fuel Payment,90202.3,Credit Card,ICICI,expense,1834.97
2025-11-10,Gym Membership,96957.41,Debit Card,ICICI,expense,16879.45
2024-10-24,Restaurant Payment,63731.0,NetBanking,HDFC,expense,8640.72
2025-11-01,Grocery Shopping,16680.54,NetBanking,Axis,expense,894.87
2024-04-15,Hotel Booking,4616.68,Credit Card,Kotak,expense,278.29
2024-12-14,Freelance Payment,46269.83,NetBanking,Axis,income,1980.25
2025-06-06,Restaurant Payment,68591.16,Auto Debit,SBI,expense,8983.55
2025-03-02,Gym Membership,58334.56,Credit Card,Axis,expense,2286.07
2025-02-07,Netflix Subscription,56945.43,Auto Debit,HDFC,expense,2218.86
2025-08-04,Flight Ticket,69878.85,NetBanking,SBI,expense,6362.79
2025-02-09,Freelance Payment,46180.93,Credit Card,SBI,income,4239.33
2025-01-14,Hotel Booking,84103.52,Auto Debit,SBI,expense,8965.65
2024-05-20,Salary Credited,25025.98,NetBanking,Axis,income,1479.36
2025-01-31,Consulting Payment,5314.76,Auto Debit,Kotak,income,647.76
2024-08-27,Grocery Shopping,24222.44,NetBanking,HDFC,expense,579.4
2024-08-17,Fuel Payment,14313.27,Debit Card,HDFC,expense,1018.14
2025-08-03,Netflix Subscription,6222.06,Debit Card,SBI,expense,586.22
2025-03-14,Fuel Payment,64055.05,NetBanking,ICICI,expense,10726.54
2025-11-02,Hotel Booking,15749.43,Credit Card,Kotak,expense,2498.72
2024-09-24,Interest Credited,27760.69,NetBanking,Kotak,income,4870.26
2025-04-13,Freelance Payment,96030.71,NetBanking,ICICI,income,5092.34
2024-08-17,Grocery Shopping,37447.8,UPI,SBI,expense,4933.24
2025-07-13,Flight Ticket,3376.65,Auto Debit,SBI,expense,468.28
2025-06-25,Amazon Purchase,55877.65,UPI,Axis,expense,1263.6
2025-08-20,Hotel Booking,11165.96,Debit Card,ICICI,expense,1892.75
2025-05-14,Grocery Shopping,84908.48,UPI,HDFC,expense,11811.46
2024-01-18,Grocery Shopping,17000.66,Credit Card,ICICI,expense,2729.05
2025-08-24,Fuel Payment,1730.46,Credit Card,SBI,expense,169.07
2024-06-29,Netflix Subscription,44084.32,UPI,SBI,expense,1571.22
2024-10-02,Grocery Shopping,82391.25,Credit Card,SBI,expense,12847.23
2024-03-03,Fuel Payment,10126.48,NetBanking,Kotak,expense,1488.52
2024-10-21,Consulting Payment,56415.74,NetBanking,Kotak,income,2037.67
2024-04-08,Freelance Payment,96767.3,Auto Debit,HDFC,income,7122.12
2025-05-28,Salary Credited,34472.93,NetBanking,SBI,income,5641.79
2025-11-04,Amazon Purchase,6268.56,Debit Card,SBI,expense,1018.64
2025-01-02,Interest Credited,70998.97,NetBanking,Axis,income,2710.07
2025-08-24,Hotel Booking,43282.83,Debit Card,HDFC,expense,7252.69
2024-08-11,Fuel Payment,10514.77,Auto Debit,Axis,expense,1621.02
2024-02-27,Electricity Bill,8511.83,Debit Card,SBI,expense,1433.48
2025-06-16,Fuel Payment,13597.89,Auto Debit,HDFC,expense,885.44
2025-08-05,Restaurant Payment,82224.55,Credit Card,ICICI,expense,14631.55
2025-04-12,Netflix Subscription,89034.53,UPI,Axis,expense,12002.04
2024-01-03,Freelance Payment,33141.18,Credit Card,Axis,income,1677.4
2025-06-04,Freelance Payment,50878.35,Credit Card,Kotak,income,7854.25
2025-06-17,Grocery Shopping,23185.28,Auto Debit,Axis,expense,2815.41
2025-05-15,Movie Ticket,45139.15,Auto Debit,HDFC,expense,6308.67
2024-07-06,Consulting Payment,83150.16,Credit Card,ICICI,income,8123.92
2024-07-16,Fuel Payment,16071.0,Credit Card,HDFC,expense,553.27
2024-01-22,Electricity Bill,13073.79,NetBanking,HDFC,expense,1943.7
2024-10-22,Movie Ticket,29186.42,NetBanking,SBI,expense,2823.55
2025-01-04,Gym Membership,31321.27,NetBanking,SBI,expense,3338.34
2024-07-22,Netflix Subscription,61357.91,UPI,Kotak,expense,8339.98
2024-05-13,Freelance Payment,67984.75,UPI,Axis,income,6967.82
2024-09-08,Electricity Bill,77585.53,UPI,Kotak,expense,10263.61
2025-07-01,Mutual Fund Investment,90683.02,Debit Card,HDFC,expense,7298.22
2025-08-25,Fuel Payment,4065.98,Auto Debit,HDFC,expense,248.52
2025-08-03,Restaurant Payment,29036.19,UPI,HDFC,expense,3797.12
2024-07-23,Fuel Payment,1159.29,Debit Card,HDFC,expense,79.45
2024-08-27,Restaurant Payment,77362.42,Debit Card,SBI,expense,3374.55
2025-08-17,Hospital Payment,85873.92,Auto Debit,Axis,expense,12452.79
2025-07-16,Mutual Fund Investment,52130.23,Credit Card,Axis,expense,4970.85
2024-09-28,Freelance Payment,61916.81,Credit Card,HDFC,income,4179.81
2024-10-10,Hotel Booking,92187.24,Credit Card,HDFC,expense,5342.76
2025-01-13,Consulting Payment,45376.45,Credit Card,HDFC,income,6100.67
2024-10-22,Flight Ticket,64200.65,Auto Debit,Kotak,expense,3264.6
2024-04-25,Electricity Bill,2729.74,Auto Debit,ICICI,expense,54.85
2025-09-07,Interest Credited,86369.04,NetBanking,HDFC,income,8368.61
2024-09-14,Flight Ticket,54104.52,Debit Card,ICICI,expense,9704.37
2024-10-21,Hotel Booking,76525.55,Auto Debit,HDFC,expense,8189.85
2025-07-21,Interest Credited,85961.52,UPI,SBI,income,5285.39
2024-12-11,Mutual Fund Investment,2221.18,Debit Card,ICICI,expense,331.97
2025-07-05,Movie Ticket,15127.78,NetBanking,SBI,expense,1319.6
2024-07-13,Restaurant Payment,42720.17,Credit Card,Kotak,expense,4785.93
2024-03-05,Netflix Subscription,79706.85,NetBanking,Kotak,expense,7887.46
2025-11-17,Hospital Payment,23481.33,Debit Card,Axis,expense,2545.41
2025-05-23,Gym Membership,65827.47,Auto Debit,SBI,expense,10625.9
2024-12-11,Gym Membership,43534.12,NetBanking,ICICI,expense,3914.09
2025-01-07,Flight Ticket,4320.04,Auto Debit,HDFC,expense,494.61
2025-08-13,Salary Credited,79602.52,Auto Debit,ICICI,income,5660.87
2024-07-19,Fuel Payment,80234.28,NetBanking,Kotak,expense,13545.97
2024-09-04,Restaurant Payment,10929.77,Credit Card,Axis,expense,1886.96
2024-05-26,Electricity Bill,39736.07,Credit Card,Axis,expense,3343.68
2024-02-28,Gym Membership,33658.44,Credit Card,ICICI,expense,1595.73
2024-10-03,Freelance Payment,77045.77,Auto Debit,SBI,income,9255.1
2024-05-30,Gym Membership,19112.06,Credit Card,HDFC,expense,1752.78
2024-08-11,Hotel Booking,70362.25,NetBanking,SBI,expense,7111.06
2024-08-24,Mutual Fund Investment,62229.39,UPI,Axis,expense,11004.51
2024-06-30,Amazon Purchase,52871.55,Debit Card,Kotak,expense,1425.45
2024-10-23,Electricity Bill,66590.28,NetBanking,Kotak,expense,5336.29
2025-05-20,Netflix Subscription,76864.67,Debit Card,Axis,expense,9189.8
2025-03-20,Grocery Shopping,36987.05,Auto Debit,Axis,expense,5647.53
2025-08-23,Electricity Bill,72761.87,Credit Card,ICICI,expense,7163.68
2025-09-19,Fuel Payment,21942.01,UPI,Kotak,expense,1559.09
2024-01-07,Salary Credited,25787.38,Debit Card,HDFC,income,2090.25
2025-05-15,Freelance Payment,90593.08,UPI,HDFC,income,15778.14
2025-09-15,Movie Ticket,25086.55,UPI,ICICI,expense,1725.48
2024-06-25,Movie Ticket,44791.02,Auto Debit,Kotak,expense,5729.52
2025-04-01,Salary Credited,62427.38,UPI,Kotak,income,5221.98
2024-05-28,Flight Ticket,63234.89,Credit Card,Kotak,expense,8638.69
2025-04-14,Salary Credited,93891.96,Auto Debit,HDFC,income,14683.01
2025-09-23,Movie Ticket,48578.4,Credit Card,Axis,expense,5545.27
2025-04-10,Electricity Bill,82286.32,Debit Card,HDFC,expense,8970.96
2025-08-22,Netflix Subscription,242.04,NetBanking,ICICI,expense,19.27
2024-04-27,Interest Credited,17983.62,Debit Card,HDFC,income,2490.01
2024-10-26,Gym Membership,33411.08,Debit Card,ICICI,expense,1753.58
2024-01-05,Mutual Fund Investment,32489.36,Auto Debit,HDFC,expense,4812.78
2024-05-24,Restaurant Payment,22539.54,Debit Card,Kotak,expense,1032.7
2025-10-23,Flight Ticket,10002.37,Auto Debit,ICICI,expense,894.68
2025-09-18,Gym Membership,56681.22,Auto Debit,Axis,expense,6341.67
2024-10-11,Amazon Purchase,57511.19,NetBanking,Kotak,expense,4819.92
2025-05-24,Mutual Fund Investment,17171.85,Debit Card,SBI,expense,469.57
2024-03-01,Grocery Shopping,26360.04,Debit Card,Kotak,expense,3725.12
2024-01-03,Hotel Booking,8669.3,NetBanking,SBI,expense,1149.23
2024-11-13,Interest Credited,59645.78,Auto Debit,Kotak,income,3086.34
2024-09-02,Netflix Subscription,3663.76,Debit Card,HDFC,expense,396.81
2025-03-12,Gym Membership,59333.53,UPI,Axis,expense,7177.71
2025-09-10,Netflix Subscription,83006.34,NetBanking,ICICI,expense,8221.07
2024-03-26,Hotel Booking,50178.44,UPI,ICICI,expense,7226.91
2024-03-30,Consulting Payment,48036.27,NetBanking,ICICI,income,2743.23
2024-05-30,Netflix Subscription,42874.03,UPI,Kotak,expense,6071.84
2024-10-11,Netflix Subscription,62829.64,Auto Debit,Axis,expense,2060.24
2025-09-11,Salary Credited,70316.52,Credit Card,Axis,income,6031.25
2024-10-02,Salary Credited,11143.19,Auto Debit,ICICI,income,805.04
2025-01-18,Grocery Shopping,52269.74,Credit Card,HDFC,expense,2275.81
2025-08-24,Salary Credited,54691.31,Credit Card,Kotak,income,8800.32
2025-03-17,Fuel Payment,56032.77,Debit Card,SBI,expense,7738.8
2025-10-16,Electricity Bill,40269.71,UPI,Axis,expense,1696.46
2024-05-25,Freelance Payment,2771.83,Debit Card,SBI,income,407.17
2024-04-26,Freelance Payment,37157.73,NetBanking,HDFC,income,4429.09
2024-10-27,Fuel Payment,85670.91,UPI,Axis,expense,10251.87
2024-01-21,Fuel Payment,15294.83,Debit Card,Axis,expense,886.63
2024-12-30,Mutual Fund Investment,10929.46,Credit Card,Kotak,expense,316.16
2025-10-02,Mutual Fund Investment,77534.95,UPI,SBI,expense,12083.66
2024-12-30,Amazon Purchase,59509.79,Credit Card,Kotak,expense,1767.06
2025-08-05,Movie Ticket,46060.25,UPI,Kotak,expense,1801.55
2024-04-13,Consulting Payment,38508.17,Credit Card,SBI,income,5443.12
2025-09-29,Electricity Bill,88492.43,Auto Debit,Axis,expense,14262.42
2024-02-13,Hospital Payment,78020.88,Credit Card,Axis,expense,11074.9
2024-02-18,Electricity Bill,76016.23,Debit Card,SBI,expense,13301.83
2025-11-03,Freelance Payment,84617.61,Auto Debit,Axis,income,10880.45
2024-06-21,Hotel Booking,21724.84,Auto Debit,SBI,expense,1398.1
2025-05-03,Freelance Payment,43949.24,UPI,Kotak,income,2705.75
2024-05-25,Restaurant Payment,80493.67,NetBanking,SBI,expense,5408.1
2025-02-14,Interest Credited,9786.19,Debit Card,ICICI,income,421.03
2025-06-03,Restaurant Payment,93911.3,Debit Card,HDFC,expense,16006.27
2024-12-19,Amazon Purchase,5352.91,Credit Card,ICICI,expense,155.16
2024-07-02,Interest Credited,58286.11,UPI,Kotak,income,3938.51
2024-08-21,Fuel Payment,69693.35,Auto Debit,SBI,expense,10083.48
2024-02-17,Hotel Booking,8213.44,Debit Card,SBI,expense,1120.6
2025-11-20,Interest Credited,36297.26,Credit Card,HDFC,income,5258.2
2024-05-16,Consulting Payment,2050.05,UPI,Axis,income,95.33
2025-05-28,Fuel Payment,28779.54,Auto Debit,HDFC,expense,1075.83
2024-07-05,Gym Membership,31670.08,UPI,Axis,expense,1323.52
2025-08-17,Consulting Payment,46622.08,UPI,ICICI,income,1684.27
2025-11-27,Grocery Shopping,22230.79,Debit Card,Axis,expense,2141.34
2025-05-11,Freelance Payment,36553.69,Credit Card,ICICI,income,2778.59
2024-12-31,Gym Membership,41749.22,UPI,SBI,expense,3195.64
2024-01-29,Hospital Payment,48895.66,UPI,SBI,expense,1135.16
2025-10-21,Freelance Payment,40384.43,Debit Card,HDFC,income,6351.74
2025-09-18,Movie Ticket,69856.82,NetBanking,HDFC,expense,3180.74
2025-03-24,Grocery Shopping,88369.79,UPI,ICICI,expense,14272.7
2024-04-16,Interest Credited,4350.9,Debit Card,Kotak,income,327.69
2024-12-15,Consulting Payment,16486.47,Debit Card,SBI,income,1286.68
2024-11-29,Gym Membership,1088.38,UPI,SBI,expense,79.4
2024-11-11,Netflix Subscription,86129.63,Auto Debit,ICICI,expense,10027.07
2025-04-16,Amazon Purchase,68699.56,NetBanking,Kotak,expense,9349.02
2024-04-11,Gym Membership,57604.79,Credit Card,HDFC,expense,1187.57
2025-04-21,Netflix Subscription,1688.26,Debit Card,Kotak,expense,44.8
2025-02-19,Mutual Fund Investment,62886.67,UPI,Axis,expense,7141.46
2025-07-13,Consulting Payment,20740.69,UPI,Axis,income,956.29
2025-09-17,Freelance Payment,12430.54,NetBanking,SBI,income,1049.05
2024-06-29,Salary Credited,76249.08,NetBanking,Kotak,income,12193.4
2024-04-12,Consulting Payment,95405.24,Credit Card,HDFC,income,11664.55
2024-09-04,Freelance Payment,89968.53,UPI,Axis,income,12747.13
2024-11-26,Interest Credited,40142.26,UPI,ICICI,income,2091.76
2024-03-29,Interest Credited,38571.26,NetBanking,Kotak,income,4945.22
2024-06-01,Interest Credited,79601.13,Credit Card,SBI,income,4414.45
2024-04-16,Interest Credited,52973.17,UPI,ICICI,income,2888.96
2024-10-16,Grocery Shopping,52362.1,NetBanking,HDFC,expense,3432.68
2024-04-26,Mutual Fund Investment,51495.94,Credit Card,Kotak,expense,6816.37
2025-10-13,Fuel Payment,39819.49,Auto Debit,SBI,expense,3077.41
2024-07-28,Consulting Payment,62392.46,Auto Debit,Axis,income,3500.13
2024-11-04,Hospital Payment,75461.5,Credit Card,Axis,expense,9400.78
2025-07-16,Freelance Payment,81083.33,UPI,HDFC,income,11282.3
2024-07-22,Netflix Subscription,64099.06,NetBanking,HDFC,expense,3754.66
2025-04-24,Movie Ticket,44585.8,Debit Card,ICICI,expense,1293.4
2024-02-02,Salary Credited,50837.73,UPI,SBI,income,8500.57
2025-05-03,Mutual Fund Investment,86908.41,NetBanking,SBI,expense,10826.72
2024-07-10,Salary Credited,21831.46,Debit Card,Kotak,income,2287.2
2024-08-16,Freelance Payment,39948.24,Auto Debit,Axis,income,1122.16
2025-08-01,Mutual Fund Investment,83942.18,NetBanking,HDFC,expense,9271.95
2025-07-18,Hospital Payment,30851.07,Debit Card,Axis,expense,2237.98
2025-11-06,Flight Ticket,40096.15,Auto Debit,ICICI,expense,6170.98
2025-08-23,Fuel Payment,45102.8,NetBanking,HDFC,expense,2427.98
2024-07-06,Amazon Purchase,72360.23,UPI,Kotak,expense,8352.26
2024-07-04,Flight Ticket,65985.35,Credit Card,Axis,expense,9363.86
2025-11-24,Freelance Payment,79274.21,UPI,Kotak,income,11697.1
2025-05-28,Mutual Fund Investment,40295.71,NetBanking,Axis,expense,958.53
2024-02-13,Mutual Fund Investment,75778.33,UPI,ICICI,expense,2955.07
2025-03-27,Freelance Payment,44223.76,Auto Debit,Axis,income,5901.98
2025-03-25,Hotel Booking,10864.51,UPI,HDFC,expense,1458.05
2024-10-21,Hospital Payment,31720.84,Auto Debit,SBI,expense,2345.36
2025-10-26,Hospital Payment,49835.98,Auto Debit,HDFC,expense,6515.96
2024-12-14,Electricity Bill,90213.71,Auto Debit,HDFC,expense,9932.78
2024-04-23,Consulting Payment,1738.68,UPI,Axis,income,53.63
2025-11-10,Hotel Booking,99378.71,Debit Card,Kotak,expense,3704.39
2025-04-26,Mutual Fund Investment,4621.54,Auto Debit,Axis,expense,353.21
2025-05-24,Electricity Bill,21178.05,NetBanking,Axis,expense,2829.79
2025-04-14,Hospital Payment,65171.98,Auto Debit,Kotak,expense,11125.24
2024-09-15,Fuel Payment,70714.91,Debit Card,SBI,expense,9559.32
2025-06-30,Consulting Payment,31809.27,UPI,ICICI,income,3959.5
2025-07-09,Mutual Fund Investment,87811.52,Debit Card,Axis,expense,14199.5
2025-04-06,Freelance Payment,76271.09,UPI,SBI,income,11022.46
2024-11-07,Hotel Booking,25557.33,NetBanking,Kotak,expense,2049.61
2025-07-07,Freelance Payment,73809.74,Debit Card,SBI,income,12742.78
2025-07-26,Mutual Fund Investment,30551.1,UPI,Axis,expense,3501.96
2025-03-24,Amazon Purchase,56170.49,Credit Card,ICICI,expense,4728.98
2025-10-26,Consulting Payment,49203.85,UPI,SBI,income,2436.18
2024-08-12,Electricity Bill,78937.54,Credit Card,SBI,expense,4434.13
2024-06-27,Mutual Fund Investment,10980.12,Debit Card,Kotak,expense,1316.07
2024-07-30,Mutual Fund Investment,26287.28,UPI,SBI,expense,3572.61
2024-06-30,Salary Credited,56218.97,Auto Debit,ICICI,income,3649.05
2024-02-27,Consulting Payment,65166.19,UPI,Axis,income,5979.08
2024-12-31,Consulting Payment,78110.69,Credit Card,ICICI,income,1708.89
2024-05-30,Flight Ticket,41465.26,Auto Debit,Kotak,expense,3048.89
2025-07-18,Freelance Payment,51218.66,Auto Debit,SBI,income,3001.83
2024-06-01,Netflix Subscription,4096.89,UPI,Kotak,expense,357.66
2024-06-30,Fuel Payment,76423.55,UPI,Kotak,expense,7824.97
2024-02-21,Mutual Fund Investment,18109.65,UPI,HDFC,expense,2711.65
2025-05-01,Fuel Payment,47601.8,Debit Card,Axis,expense,8467.43
2024-03-17,Gym Membership,10215.32,Debit Card,Axis,expense,1377.45
2024-09-24,Hotel Booking,33916.79,NetBanking,HDFC,expense,5765.99
2024-10-23,Freelance Payment,52414.92,Credit Card,SBI,income,6799.67
2025-09-25,Salary Credited,19459.07,UPI,SBI,income,1800.31
2024-01-26,Salary Credited,83741.45,Credit Card,SBI,income,14601.44
2025-10-18,Mutual Fund Investment,93090.58,Auto Debit,Axis,expense,12737.47
2024-04-24,Mutual Fund Investment,17475.23,Auto Debit,Axis,expense,948.11
2024-03-26,Electricity Bill,60687.7,UPI,SBI,expense,8867.75
2025-11-15,Freelance Payment,92906.95,Credit Card,HDFC,income,4429.75
2025-05-26,Flight Ticket,50893.12,Debit Card,SBI,expense,2736.12
2024-05-23,Interest Credited,34141.59,Credit Card,ICICI,income,5047.26
2024-12-10,Salary Credited,1212.73,Debit Card,Axis,income,27.64
2024-06-24,Hospital Payment,4509.61,NetBanking,ICICI,expense,668.15
2025-06-30,Grocery Shopping,58399.11,Credit Card,SBI,expense,2627.46
2024-03-04,Consulting Payment,7024.67,Credit Card,ICICI,income,1018.68
2024-03-23,Hospital Payment,19331.65,Auto Debit,Axis,expense,1602.22
2024-08-31,Grocery Shopping,31190.04,NetBanking,SBI,expense,2931.24
2024-07-12,Electricity Bill,83952.94,UPI,Axis,expense,2264.58
2024-01-14,Netflix Subscription,49689.03,Auto Debit,ICICI,expense,4220.77
2024-10-29,Consulting Payment,39849.78,Credit Card,HDFC,income,5639.63
2024-04-05,Hospital Payment,40814.65,Debit Card,SBI,expense,4967.38
2024-05-24,Fuel Payment,37336.41,Auto Debit,Axis,expense,5750.7
2024-04-09,Gym Membership,90165.43,Credit Card,Axis,expense,2212.74
2025-05-15,Flight Ticket,3429.32,Auto Debit,HDFC,expense,151.9
2025-02-14,Interest Credited,32073.77,Auto Debit,Kotak,income,5483.45
2024-12-14,Electricity Bill,79410.07,NetBanking,Kotak,expense,11180.91
2025-10-11,Consulting Payment,17988.09,NetBanking,HDFC,income,1152.42
2024-01-30,Freelance Payment,1603.35,NetBanking,ICICI,income,261.77
2025-08-20,Hotel Booking,13739.31,NetBanking,Kotak,expense,2364.06
2024-11-14,Fuel Payment,26739.76,UPI,ICICI,expense,2316.72
2024-07-09,Hospital Payment,66824.42,NetBanking,SBI,expense,2617.37
2025-06-06,Netflix Subscription,47996.03,Auto Debit,Kotak,expense,1137.85
2024-04-03,Salary Credited,64601.88,Debit Card,HDFC,income,6321.96
2025-11-16,Hotel Booking,56086.75,Auto Debit,Kotak,expense,6349.38
2024-01-06,Consulting Payment,10850.49,Debit Card,SBI,income,1916.82
2025-04-14,Amazon Purchase,49595.08,Auto Debit,Kotak,expense,6621.61
2024-02-15,Consulting Payment,82239.2,UPI,Kotak,income,13088.81
2025-04-12,Flight Ticket,62100.68,Auto Debit,Axis,expense,1456.33
